college,year,CIP,Category,Title,Level,Gender,Awards
UCD,2017,'19',Non-STEM,Family and Consumer Sciences/Human Sciences,Doctor's degree - research/scholarship,Female,4
UCD,2017,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,5
UCD,2017,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,85
UCD,2017,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,8
UCD,2017,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,5
UCD,2017,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,0
UCD,2017,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,25
UCD,2017,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,10
UCD,2017,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,11
UCD,2017,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,2
UCD,2017,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,8
UCD,2017,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,5
UCI,2017,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,0
UCI,2017,'04',Non-STEM,Architecture and Related Services,Doctor's degree - research/scholarship,Female,3
UCI,2017,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,3
UCI,2017,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,3
UCI,2017,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,25
UCI,2017,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,4
UCI,2017,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,3
UCI,2017,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,37
UCI,2017,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,3
UCI,2017,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,4
UCI,2017,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,4
UCI,2017,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,24
UCI,2017,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,7
UCI,2017,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,26
UCI,2017,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,3
UCI,2017,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,1
UCI,2017,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Female,5
UCI,2017,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,1
UCLA,2017,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,3
UCLA,2017,'04',Non-STEM,Architecture and Related Services,Doctor's degree - research/scholarship,Female,5
UCLA,2017,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,0
UCLA,2017,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,10
UCLA,2017,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,48
UCLA,2017,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,35
UCLA,2017,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,34
UCLA,2017,'22',Non-STEM,Legal Professions and Studies,Doctor's degree - research/scholarship,Female,0
UCLA,2017,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,7
UCLA,2017,'25',Non-STEM,Library Science,Doctor's degree - research/scholarship,Female,0
UCLA,2017,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,70
UCLA,2017,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,5
UCLA,2017,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,2
UCLA,2017,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,2
UCLA,2017,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,20
UCLA,2017,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,23
UCLA,2017,'44',Non-STEM,Public Administration and Social Service Professions,Doctor's degree - research/scholarship,Female,8
UCLA,2017,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,21
UCLA,2017,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,22
UCLA,2017,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,35
UCLA,2017,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Female,3
UCLA,2017,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,8
UCR,2017,'01',Non-STEM,"Agriculture, Agriculture Operations and Related Sciences",Doctor's degree - research/scholarship,Female,0
UCR,2017,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,2
UCR,2017,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,1
UCR,2017,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,5
UCR,2017,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,9
UCR,2017,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,17
UCR,2017,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,3
UCR,2017,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,6
UCR,2017,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,23
UCR,2017,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,4
UCR,2017,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,1
UCR,2017,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,9
UCR,2017,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,8
UCR,2017,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,10
UCR,2017,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,3
UCR,2017,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Female,0
UCR,2017,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,3
UCSD,2017,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,6
UCSD,2017,'09',Non-STEM,"Communication, Journalism, and Related Programs",Doctor's degree - research/scholarship,Female,7
UCSD,2017,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,4
UCSD,2017,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,13
UCSD,2017,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,28
UCSD,2017,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,0
UCSD,2017,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,8
UCSD,2017,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,55
UCSD,2017,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,3
UCSD,2017,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,4
UCSD,2017,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,0
UCSD,2017,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,24
UCSD,2017,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,20
UCSD,2017,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,15
UCSD,2017,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,12
UCSD,2017,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,6
UCSD,2017,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Female,0
UCSD,2017,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,2
UCSF,2017,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,2
UCSF,2017,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,11
UCSF,2017,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,39
UCSF,2017,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,2
UCSF,2017,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,7
UCSF,2017,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Female,18
UCSF,2017,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,1
UCSB,2017,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,4
UCSB,2017,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,3
UCSB,2017,'09',Non-STEM,"Communication, Journalism, and Related Programs",Doctor's degree - research/scholarship,Female,8
UCSB,2017,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,4
UCSB,2017,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,18
UCSB,2017,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,9
UCSB,2017,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,11
UCSB,2017,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,7
UCSB,2017,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,11
UCSB,2017,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,1
UCSB,2017,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,3
UCSB,2017,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,3
UCSB,2017,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,15
UCSB,2017,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,17
UCSB,2017,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,13
UCSB,2017,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,9
UCSB,2017,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,4
UCSC,2017,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,4
UCSC,2017,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,3
UCSC,2017,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,1
UCSC,2017,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,4
UCSC,2017,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,5
UCSC,2017,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,0
UCSC,2017,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,11
UCSC,2017,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,1
UCSC,2017,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,1
UCSC,2017,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Female,2
UCSC,2017,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,15
UCSC,2017,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,8
UCSC,2017,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,9
UCSC,2017,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Female,6
UCSC,2017,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,1
UCM,2017,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,2
UCM,2017,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,0
UCM,2017,'24',Non-STEM,"Liberal Arts and Sciences, General Studies and Humanities",Doctor's degree - research/scholarship,Female,0
UCM,2017,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,8
UCM,2017,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,2
UCM,2017,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Female,0
UCM,2017,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Female,1
UCM,2017,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Female,0
UCM,2017,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Female,1
UCM,2017,'54',Non-STEM,History,Doctor's degree - research/scholarship,Female,1
UCB,2018,'01',Non-STEM,"Agriculture, Agriculture Operations and Related Sciences",Doctor's degree - research/scholarship,Female,5
UCB,2018,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Female,21
UCB,2018,'04',Non-STEM,Architecture and Related Services,Doctor's degree - research/scholarship,Female,12
UCB,2018,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Female,9
UCB,2018,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Female,9
UCB,2018,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Female,23
UCB,2018,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Female,56
UCB,2018,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Female,22
UCB,2018,'22',Non-STEM,Legal Professions and Studies,Doctor's degree - research/scholarship,Female,4
UCB,2018,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Female,14
UCB,2018,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Female,60
UCB,2018,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Female,8
